Name,Unnamed: 0,20 Yard Shuttle,40 Yard Dash,60 Yard Shuttle,Arm Length,Bench Press,Broad Jump,College,Grade,Hands,Height,Position,Three Cone Drill,Vertical Jump,Weight,Wonderlic,Year,SnapsPlayed
Chris Barker,673,4.77,5.25,,33,29,99,,0,9.375,75,OG,8.09,27.5,305,0,2013,
Chris Bell,1575,4.35,4.5,,32.25,15,117,,0,9.125,74,WR,6.76,35,211,0,2010,
Chris Boyd,350,0,4.73,,0,12,0,Vanderbilt,5.2,0,76,WR,0,0,206,0,2014,
Chris Brown,1589,0,4.55,,29,17,115,,0,9.125,71,RB,0,36,210,0,2010,
Chris Brown,3542,4.13,4.59,,0,15,126,Colorado,0,0,73,FS,0,35.5,195,0,2003,
Chris Brown,4077,0,5.33,,0,30,0,,0,0,77,OT,0,0,329,0,2001,
Chris Brown,78,,,,32.25,,,Notre Dame,5.1,9,74,WR,,,194,,2016,
Chris Carter,1301,4.34,4.58,,33,27,114,,0,9.375,73,OLB,0,36,248,0,2011,
Chris Chambers,4089,4,4.33,,0,0,134,Wisconsin,0,0,73,WR,0,45,210,0,2001,
Chris Chancellor,1607,4.07,4.49,,30.5,14,115,,0,9.375,69,CB,0,34,177,0,2010,
Chris Chester,2713,4.51,4.83,,0,27,106,Oklahoma,0,0,76,OC,0,31.5,303,0,2006,
Chris Claiborne,4615,4.37,4.63,,0,16,116,USC,0,0,75,ILB,0,34,248,0,1999,
Chris Clemons,1899,4.38,4.33,,0,19,127,Clemson,0,0,73,FS,0,37.5,208,0,2009,2233
Chris Clemons,3552,0,4.68,,0,18,116,,0,0,75,OLB,0,35,236,0,2003,2233
Chris Cole,4356,4.09,4.37,,0,0,125,Texas A&M,0,0,73,WR,6.78,37.5,191,0,2000,
Chris Coleman,4357,4.1,4.61,,0,0,110,,0,0,73,WR,0,32.5,211,0,2000,
Chris Collins,3289,0,4.69,,0,0,112,,0,0,73,WR,0,35,201,0,2004,
Chris Combs,4360,0,5.16,,0,22,0,Duke,0,0,77,DT,0,0,286,0,2000,
Chris Conley,59,4.3,4.35,,0,18,139,Georgia,5.5,0,74,WR,7.06,45,213,0,2015,1754
Chris Conte,1314,4.19,4.52,,30.5,18,127,,0,9.125,74,FS,0,35.5,197,0,2011,4687
Chris Cook,1621,4.23,4.45,,32.5,7,132,Virginia,0,9.25,74,CB,0,38,212,0,2010,1347
Chris Cooley,3290,4.19,4.87,,0,22,115,Utah State,0,0,76,TE,0,33,262,0,2004,
Chris Cooper,4096,4.21,4.95,,0,24,114,Nebraska-Omaha,0,0,77,DE,0,35.5,272,0,2001,
Chris Culliver,1317,4.08,4.36,,31.25,0,0,South Carolina,0,8.625,72,FS,0,38.5,199,0,2011,1843
Chris Cummings,4638,4.14,4.48,,0,21,125,,0,0,68,CB,0,34.5,186,0,1999,
Chris Davis,387,0,0,,0,15,0,Auburn,5.2,0,70,CB,0,0,202,0,2014,
Chris Davis,2468,4.14,4.5,,0,0,115,Florida State,0,0,70,WR,0,35.5,181,0,2007,
Chris Davis,3561,4.37,4.56,,0,21,116,Syracuse,0,0,73,FB,0,38.5,235,0,2003,
Chris DeGeare,1630,4.9,5.12,,34,27,103,Wake Forest,0,9.75,76,OG,0,32.5,325,0,2010,
Chris Denman,2470,4.92,5.62,,0,21,97,Fresno State,0,0,79,OT,0,27.5,315,0,2007,
Chris Denney,2730,4.36,4.65,,0,0,110,,0,0,75,WR,0,33,224,0,2006,
Chris Ellis,2205,4.65,4.71,,0,0,109,Virginia Tech,0,0,76,DE,0,27,263,0,2008,
Chris Faulk,718,0,0,,34.25,25,0,,0,9.625,77,OT,0,0,331,0,2013,
Chris Galippo,1032,4.1,4.87,,0,19,0,,0,0,73,ILB,6.9,29,241,0,2012,
Chris Gall,4679,4.34,4.79,,0,23,108,,0,0,73,FB,0,31,229,0,1999,
Chris Givens,1037,4.23,4.41,,31.25,19,118,Wake Forest,0,8.25,71,WR,6.97,33,198,0,2012,1883
Chris Gocong,2746,4.09,4.7,,0,28,123,Cal Poly,0,0,74,DE,0,38.5,263,0,2006,
Chris Godwin,102,4,4.42,11.21,31.625,19,126,Penn State,,9.125,73,WR,7.01,36,209,,2017,629
Chris Gragg,740,4.51,4.5,,33.625,18,125,Arkansas,0,9,75,TE,7.08,37.5,244,0,2013,
Chris Greisen,4696,4.33,5.09,,0,0,108,Northwest Missouri State,0,0,75,QB,0,30.5,223,27,1999,
Chris Hackett,135,4.2,4.81,,0,0,110,TCU,5.1,0,72,FS,7.12,32,195,0,2015,
Chris Hairston,1357,4.7,5.38,,35.25,33,96,Clemson,0,9.25,78,OT,0,29,326,0,2011,
Chris Hannon,2758,0,4.48,,0,0,122,,0,0,75,WR,0,34.5,205,0,2006,
Chris Harper,748,4.39,4.55,,32.75,20,116,Kansas State,0,9.75,73,WR,6.89,35.5,229,0,2013,229
Chris Harrell,2760,4.13,4.7,,0,15,119,,0,0,73,SS,0,40.5,209,0,2006,
Chris Harrington,2240,0,4.84,,0,21,117,Texas A&M,0,0,77,DE,0,0,264,0,2008,
Chris Hawkins,1669,4.46,4.43,,32,16,118,,0,9.875,73,CB,0,35,187,0,2010,
Chris Hawkins,2767,4.19,4.51,,0,16,116,,0,0,70,CB,0,37,183,0,2006,
Chris Henry,2504,4.16,4.4,,0,26,127,Arizona,0,0,71,RB,0,36,230,0,2007,
Chris Henry,3084,0,4.5,,0,0,0,West Virginia,0,0,76,WR,0,0,197,0,2005,
Chris Hood,4714,4.8,5.16,,0,17,100,,0,0,73,DT,0,26,281,0,1999,
Chris Hope,3903,0,4.58,,0,28,113,Florida State,0,0,73,FS,0,0,210,0,2002,
Chris Horton,2257,4.35,4.54,,0,14,109,UCLA,0,0,73,SS,0,28.5,212,0,2008,
Chris Houston,2512,4.12,4.32,,0,27,122,Arkansas,0,0,70,CB,0,36,185,0,2007,1626
Chris Hovan,4418,4.16,4.99,,0,35,101,Boston College,0,0,75,DT,0,30,305,0,2000,
Chris Ivory,1680,4.6,4.48,,0,0,119,,0,0,71.5,RB,7.2,36,222,0,2010,2048
Chris Johnson,2267,0,4.24,,0,0,0,East Carolina,0,0,71,RB,0,35,197,0,2008,2482
Chris Jones,786,4.44,5.33,,32.75,30,0,,0,9,74,DT,7.34,0,302,0,2013,
Chris Jones,4742,4.48,4.72,,0,21,0,Clemson,0,0,70,OLB,0,0,228,0,1999,
Chris Jones,164,4.62,5.03,,34.5,26,106,Mississippi State,6.2,10.75,78,DT,7.44,24.5,310,,2016,
Chris Kelsay,3631,0,4.75,,0,23,121,Nebraska,0,0,77,DE,0,36.5,273,0,2003,
Chris Kemoeatu,3111,4.57,5.34,,0,26,98,Utah,0,0,76,OG,0,29,344,0,2005,
Chris Kuper,2806,4.62,5.1,,0,24,109,North Dakota,0,0,77,OG,0,30,301,0,2006,
Chris Leak,2537,4.41,4.74,,0,0,113,,0,0,73,QB,0,32.5,209,0,2007,
Chris Long,2290,4.21,4.75,,0,0,124,Virginia,0,0,75,DE,0,34,272,0,2008,
Chris Luzar,3933,4.17,4.76,,0,22,115,Virginia,0,0,79,TE,0,32.5,270,0,2002,
Chris Mayes,187,5.13,5.34,,34,33,104,Georgia,4.94,9,75,DT,,23.5,338,,2016,
Chris McAlister,4780,4.08,4.53,,0,0,121,Arizona,0,0,73,CB,0,38,205,0,1999,
Chris McGaha,1727,4.21,4.52,,31.75,19,122,,0,10.125,73,WR,0,40,201,0,2010,
Chris McIntosh,4468,0,5.39,,0,28,0,Wisconsin,0,0,79,OT,0,0,315,0,2000,
Chris McKenzie,3133,4.32,4.32,,0,6,136,,0,0,69,CB,0,45,185,0,2005,
Chris Moore,71,4.2,4.53,11.37,33.375,10,130,Cincinnati,5.2,9.375,73,WR,6.76,37,206,,2016,536
Chris Myers,3150,0,5.18,,0,25,0,Miami (FL),0,0,77,OG,0,0,300,0,2005,
Chris Neild,1446,4.46,5.06,,31.875,30,106,,0,10.75,74,DT,0,29,319,0,2011,
Chris Ogbonnaya,2047,4.29,4.57,,0,19,111,Texas,0,0,73,RB,0,35,220,0,2009,521
Chris Owusu,1159,4.11,4.36,,31.75,19,129,,0,8.5,71,WR,6.85,40,196,0,2012,387
Chris Pantale,843,4.5,4.99,,33.25,17,110,,0,10.25,77,TE,7.48,33.5,254,0,2013,
Chris Perry,3410,0,4.55,,0,19,0,Michigan,0,0,73,RB,0,0,220,0,2004,
Chris Polk,1170,4.21,4.57,,31.5,0,111,,0,9.75,71,RB,7.13,31,215,0,2012,
Chris Rainey,1181,3.93,4.45,,30.75,16,120,Florida,0,9.5,68,RB,6.5,36,180,0,2012,
Chris Redman,4502,4.78,5.37,,0,0,98,Louisville,0,0,75,QB,0,26.5,222,16,2000,
Chris Rix,3180,4.54,4.7,,0,0,116,,0,0,74,QB,0,33.5,214,26,2005,
Chris Rucker,1480,0,4.55,,33,10,0,,0,9,73,CB,0,0,195,0,2011,
Chris Scott,1782,5.03,5.52,,34.125,19,0,Tennessee,0,10.375,75,OG,0,22.5,319,0,2010,
Chris Simms,3719,4.21,4.84,,0,0,103,Texas,0,0,77,QB,0,31,220,22,2003,66
Chris Snee,3457,4.67,5.1,,0,29,104,Boston College,0,0,75,OG,0,30.5,314,0,2004,
Chris Spencer,3204,4.61,5.21,,0,26,105,Mississippi,0,0,75,OC,0,32,309,0,2005,
Chris Taylor,4272,3.93,4.4,,0,0,115,Texas A&M,0,0,71,WR,0,35.5,183,0,2001,
Chris Terry,4900,4.41,5.07,,0,0,108,Georgia,0,0,77,OT,0,31,291,0,1999,
Chris Thompson,3474,4.14,4.5,,0,12,117,Nicholls State,0,0,73,CB,0,35,189,0,2004,1250
Chris Valletta,4283,4.53,5.32,,0,18,98,,0,0,75,OG,0,33.5,299,0,2001,
Chris Watson,4918,3.86,4.34,,0,18,124,Eastern Illinois,0,0,73,CB,0,37,191,0,1999,
Chris Watt,641,0,0,,0,29,0,Notre Dame,5.4,0,75,OG,0,0,310,0,2014,
Chris Wells,2120,0,4.52,,0,25,128,Ohio State,0,0,73,RB,0,33.5,235,0,2009,
Chris Whaley,647,0,0,,0,0,0,Texas,5,0,75,DT,0,0,269,0,2014,
Chris White,1538,4.25,4.68,,30.875,17,0,Mississippi State,0,9,75,ILB,0,34,240,0,2011,
Chris White,4926,4.71,5.23,,0,25,107,Southern University,0,0,75,DT,0,29,282,0,1999,
Chris Williams,2394,4.85,5.13,,0,21,103,Vanderbilt,0,0,78,OT,0,25,315,0,2008,
Chris Wormley,187,,,,34.125,23,,Michigan,5.7,10.5,77,DE,,,298,,2017,
Chris Young,4044,0,4.63,,0,23,121,Georgia Tech,0,0,73,SS,0,36.5,210,0,2002,
Christian Ballard,1272,4.51,4.75,,33,0,111,Iowa,0,10.125,76,DE,0,31.5,283,0,2011,
Christian Covington,62,0,0,,0,0,0,Rice,5.4,0,74,DT,0,0,289,0,2015,
Christian Hackenberg,4,,4.78,,32,,114,Penn State,5.61,9,76,QB,7.04,31,223,,2016,
Christian Jones,478,0,4.74,,0,0,115,Florida St.,5.3,0,75,ILB,0,33.5,240,0,2014,1989
Christian Kirksey,487,0,0,,0,16,122,Iowa,5.2,0,74,OLB,0,32,233,0,2014,3725
Christian McCaffrey,18,4.22,4.48,11.03,30,10,121,Stanford,5.93,9,71,RB,6.57,37.5,202,,2017,1073
Christian Ponder,1463,4.09,4.63,,32.125,0,116,Florida State,0,10.25,74,QB,0,34,229,35,2011,1632
Christian Thompson,1224,4.13,4.5,,0,18,122,South Carolina State,0,0,72,FS,7.33,31,211,0,2012,
Christian Tupou,1229,4.87,5.42,,32,30,92,,0,9.75,74,DT,8.07,24,289,0,2012,
Christian Westerman,116,4.71,5.17,,33.5,34,98,Arizona State,5.75,11.875,75,OG,7.69,,298,,2016,
Christine Michael,826,4.02,4.54,,31.5,27,125,Texas A&M,0,9.375,70,RB,6.69,43,220,0,2013,398
Christion Jones,176,4.19,4.63,,0,8,119,Alabama,0,0,70,WR,6.91,32.5,182,0,2015,
Christopher Carson,34,,4.58,,33.25,23,130,Oklahoma State,5.22,9.625,72,RB,,37,218,,2017,
Christopher Owens,2053,4.16,4.44,,0,14,110,San Jose State,0,0,70,CB,0,34.5,181,0,2009,
Chrys Chukwuma,4350,0,4.56,,0,0,115,,0,0,73,RB,0,0,232,0,2000,
Chuck Clark,294,4.07,4.54,,32.25,16,122,Virginia Tech,5.4,9,72,DB,6.85,34,208,,2017,
Chukky Okobi,4221,4.61,5.27,,0,24,103,Purdue,0,0,73,OC,0,32.5,316,0,2001,
Chunky Clements,227,,,,32.875,23,,Illinois,5,10.375,74,DT,,,301,,2017,
Chykie Brown,1286,4,4.49,,33.875,0,120,Texas,0,8.75,71,CB,0,36.5,190,0,2011,504
Cierre Wood,939,0,4.56,,30.875,16,124,,0,8.625,71,RB,0,37.5,213,0,2013,
Ciron Black,1580,5.13,5.53,,33,23,0,,0,10.125,77,OG,0,25.5,327,0,2010,
Clarence Farmer,3319,4.27,4.68,,0,25,120,,0,0,73,RB,0,34.5,231,0,2004,
Clarence Moore,3395,4.21,4.55,,0,0,122,Northern Arizona,0,0,78,WR,0,34,211,0,2004,
Clarence Williams,4929,4.15,4.71,,0,19,108,,0,0,69,RB,0,33.5,202,0,1999,
Clark Haggans,4406,4.21,4.97,,0,20,109,Colorado State,0,0,76,OLB,0,31.5,253,0,2000,
Clark Harris,2498,4.4,4.8,,0,21,112,Rutgers,0,0,78,TE,0,32,261,0,2007,
Claude Harriott,3341,4.25,4.69,,0,25,118,Pittsburgh,0,0,76,DE,0,30.5,252,0,2004,
Claude Terrell,3212,4.81,5.42,,0,27,89,New Mexico,0,0,74,OG,0,24.5,343,0,2005,
Clay Harbor,1666,4.37,4.62,,32.625,30,120,Missouri State,0,9.5,75,TE,0,40,252,0,2010,
Clay Matthews,2017,4.18,4.62,,0,23,121,USC,0,0,75,OLB,0,35.5,240,27,2009,4617
Clayton Geathers,115,4.27,4.55,,0,22,120,Central Florida,5.2,0,74,SS,7.21,37,218,0,2015,990
Clenton Ballard,3788,4.64,5.18,,0,24,93,Texas State University,0,0,75,DT,0,26.5,313,0,2002,
Cleo Lemon,4182,4.27,4.87,,0,0,106,,0,0,74,QB,0,35.5,226,18,2001,
Cletidus Hunt,4723,4.73,4.98,,0,17,111,Kentucky State,0,0,76,DT,0,31.5,293,0,1999,
Clevan Thomas,4275,4.24,4.64,,0,0,118,,0,0,69,CB,0,36,189,0,2001,
Cleve Roberts,4851,4.86,5.37,,0,16,94,,0,0,78,OT,0,23.5,290,0,1999,
Cleveland Wallace,279,,4.68,,31.75,,123,San Jose State,5.36,9.5,71,CB,,35.5,188,,2016,
Cliff Avril,2144,4.51,4.51,,0,27,117,Purdue,0,0,75,OLB,0,32.5,253,0,2008,
Cliff Harris,1055,4.19,4.64,,0,14,118,,0,0,71,CB,6.79,36,175,0,2012,
Cliff Matthews,1427,4.37,4.81,,34,17,112,South Carolina,0,9.75,76,DE,0,32,257,0,2011,
Cliff Russell,3991,0,4.36,,0,0,0,Utah,0,0,73,WR,0,0,185,0,2002,
Clifford Dukes,3036,0,4.95,,0,28,0,,0,0,76,DE,0,31.5,268,0,2005,
Clifton Geathers,1648,0,4.98,,37.75,26,112,South Carolina,0,11.125,80,DE,0,36,299,0,2010,
Clifton Ryan,2608,4.69,5.12,,0,25,102,Michigan State,0,0,74,DT,0,26.5,305,0,2007,
Clifton Smith,3720,0,4.88,,0,0,0,,0,0,74,ILB,0,0,250,0,2003,
Clifton Washburn,3755,4.82,5.03,,0,22,109,,0,0,77,DE,0,27,275,0,2003,
Clint Boling,1280,4.64,5.28,,33.5,28,102,Georgia,0,9.25,77,OG,0,31,308,0,2011,
Clint Ingram,2782,4.11,4.65,,0,22,0,Oklahoma,0,0,74,OLB,0,41,244,0,2006,
Clint Mitchell,3669,4.39,4.93,,0,16,115,Florida,0,0,79,DE,0,34.5,257,0,2003,
Clint Sintim,2087,4.4,4.75,,0,0,119,Virginia,0,0,75,OLB,0,34.5,256,0,2009,
Clinton Solomon,2906,4.48,4.58,,0,0,114,,0,0,75,WR,0,33,214,0,2006,
Clive Walford,299,4.57,4.79,,0,20,120,Miami,5.6,0,76,TE,0,35,251,0,2015,
Cobi Hamilton,746,4.31,4.56,,32.5,11,107,Arkansas,0,8.75,74,WR,0,29.5,212,0,2013,385
Coby Fleener,1023,0,0,,33.375,27,0,Stanford,0,10,78,TE,0,0,247,0,2012,
Cody Brown,1879,4.4,4.76,,0,26,120,Connecticut,0,0,74,OLB,0,36.5,244,0,2009,
Cody Core,85,,4.47,,32,14,119,Ole Miss,4.9,10.375,75,WR,,31.5,205,,2016,262
Cody Fajardo,101,4.1,4.63,,0,0,118,Nevada,5,0,73,QB,6.95,32.5,223,0,2015,
Cody Glenn,1944,0,4.78,,0,25,0,Nebraska,0,0,72,OLB,0,0,244,0,2009,
Cody Grimm,1662,0,4.55,,30.5,11,117,Virginia Tech,0,9.625,71,SS,0,35.5,203,0,2010,
Cody Hoffman,453,4.2,4.65,,0,13,108,BYU,5.1,0,76,WR,6.89,27.5,223,0,2014,
Cody Kessler,7,,4.89,,32.625,,104,USC,5.41,10.875,73,QB,7.32,29.5,220,,2016,349
Cody Latimer,492,0,0,,0,23,0,Indiana,5.2,0,74,WR,0,0,215,0,2014,539
Cody Mandell,513,0,4.89,,0,0,0,Alabama,5.1,0,74,P,0,27,216,0,2014,
Cody Pickett,3414,4.32,4.79,,0,0,109,Washington,0,0,76,QB,0,30.5,230,19,2004,
Cody Prewitt,242,4.23,4.6,,0,11,125,Mississippi,5.3,0,74,FS,7.12,35,208,0,2015,
Cody Spencer,3460,4.11,4.65,,0,27,116,North Texas,0,0,75,ILB,0,34.5,242,0,2004,
Cody Wallace,2388,4.55,5.3,,0,26,113,Texas A&M,0,0,76,OC,0,30.5,296,0,2008,
Cody Whitehair,113,4.58,5.08,,32.375,16,110,Kansas State,6.43,10.125,76,OG,7.32,,301,,2016,
Colby Bockwoldt,3260,4.07,4.6,,0,14,112,Brigham Young,0,0,74,OLB,0,34,230,0,2004,
Colby Cameron,696,4.28,4.78,,32,0,112,,0,9,74,QB,6.98,30.5,212,0,2013,
Colby Whitlock,1541,4.75,5.27,,30.375,25,105,,0,9,74,DT,0,30.5,302,0,2011,
Cole Hikutini,120,,,,32.75,20,,Louisville,5.3,10,76,TE,,,247,,2017,
Cole Pemberton,1755,4.77,5.37,,34.25,18,0,,0,10.125,79,OT,0,22.5,315,0,2010,
Cole Toner,153,4.59,5.32,,33.125,22,103,Harvard,5,9.75,77,OT,7.88,,306,,2016,
Colin Branch,3537,0,4.4,,0,22,119,Stanford,0,0,73,FS,0,36,203,0,2003,
Colin Cole,3554,4.75,5.22,,0,29,103,,0,0,74,DT,0,31,309,0,2003,
Colin Holba,328,,5.19,,33.625,,115,Louisville,5.05,9.625,76,LS,,28,248,,2017,
Colin Kaepernick,1398,4.18,4.53,,33.5,0,115,Nevada,0,9.125,77,QB,6.85,32.5,233,0,2011,3739
Colin McCarthy,1429,4.2,4.59,,29.5,23,119,Miami (FL),0,10.25,73,ILB,0,36.5,238,0,2011,715
Colin Peek,1754,0,4.92,,34,19,0,,0,9.625,77,TE,0,0,252,0,2010,
Collin Buchanan,141,,,,32.375,23,97,Miami (OH),5.51,10.5,77,OL,,25,316,,2017,
Collin Klein,795,4.4,4.78,,32,0,111,,0,9.25,77,QB,7.17,29,226,0,2013,
Cols Colas,3286,0,4.58,,0,22,118,,0,0,73,OLB,0,34.5,233,0,2004,
Colt Lyerla,508,0,4.61,,0,15,128,Oregon,5.3,0,76,TE,0,39,242,0,2014,
Colt McCoy,1725,0,4.79,,31,0,114,Texas,0,9.375,73,QB,0,0,216,25,2010,284
Conner Vernon,908,4.22,4.68,,30.5,0,125,,0,9.25,72,WR,6.93,32.5,196,0,2013,
Connor Barwin,1858,4.18,4.59,,0,21,128,Cincinnati,0,0,76,OLB,0,40.5,256,0,2009,5767
Connor Cook,3,,4.79,,33,,113,Michigan State,5.85,9.75,76,QB,7.21,33,217,,2016,32
Connor Halliday,138,0,0,,0,0,0,Washington St.,5.1,0,75,QB,0,0,196,0,2015,
Connor Harris,244,4.31,4.73,11.84,30.125,18,114,Lindenwood,5.41,9.375,71,ILB,7.13,33,242,,2017,
Connor McGovern,125,4.65,5.11,,32.875,33,109,Missouri,5.37,10.375,76,OG,7.5,,306,,2016,
Connor Shaw,591,4.33,4.66,,0,0,116,South Carolina,5,0,72,QB,7.07,34,206,0,2014,65
Connor Stephens,4006,4.55,4.89,,0,20,119,,0,0,77,DE,0,36.5,256,0,2002,
Connor Wujciak,188,4.27,4.91,,33.25,22,117,Boston College,4.82,10,74,DT,7.32,34.5,291,,2016,
Conor Boffeli,345,4.61,5.3,,0,21,101,Iowa,4.8,0,76,OG,7.44,25,298,0,2014,
Conor McDermott,166,4.58,5.18,,34.75,,105,UCLA,5.07,11,80,OT,7.52,28.5,307,,2017,
Conrad Ukropina,327,,,,31.375,,,Stanford,,9.125,72,K,,,190,,2017,
Constantin Ritzmann,3429,4.48,4.97,,0,24,108,,0,0,75,DE,0,29,259,0,2004,
Cooper Carlisle,4343,4.48,5.16,,0,28,100,Florida,0,0,78,OG,0,31,297,0,2000,
Cooper Kupp,53,4.08,4.62,,31.5,,116,Eastern Washington,5.81,9.5,74,WR,6.75,31,204,,2017,1067
Cooper Rush,8,4.47,4.93,,32.375,,105,Central Michigan,5.13,9.125,75,QB,7.23,27,228,,2017,
Cooper Wallace,2929,4.22,4.78,,0,21,105,,0,0,76,TE,0,29,261,0,2006,
Copeland Bryan,2707,4.31,4.9,,0,16,117,,0,0,76,DE,0,33,253,0,2006,
Corby Jones,4743,4.18,4.69,,0,15,112,,0,0,71,RB,0,31.5,223,0,1999,
Cordarrelle Patterson,844,0,4.42,,31.75,0,128,Tennessee,0,9,74,WR,0,37,216,0,2013,1964
Cordrea Tankersley,275,4.32,4.4,,32.25,13,121,Clemson,5.8,9.125,73,CB,7,29.5,199,,2017,641
Cordy Glenn,1038,5,5.15,,35.75,31,93,Georgia,0,10.125,77,OG,8.13,23,345,0,2012,
Corey Atkins,4315,4.39,4.72,,0,21,112,,0,0,73,OLB,0,31,237,0,2000,
Corey Brown,358,4.22,4.51,,0,0,116,Ohio St.,4.9,0,71,WR,7.16,33,178,0,2014,1645
Corey Clark,2183,4.68,5.28,,0,23,106,Texas A&M,0,0,78,OT,0,23,315,0,2008,
Corey Clement,26,,4.68,,30.5,19,115,Wisconsin,5.43,9.75,70,RB,,28.5,220,,2017,117
Corey Coleman,49,,,,30.25,17,129,Baylor,6.1,9,71,WR,,40.5,194,,2016,983
Corey Crawford,64,4.65,5.01,,0,0,110,Clemson,4.9,0,77,DE,7.64,33,283,0,2015,
Corey Crume,4100,4.32,4.76,,0,15,0,,0,0,71,RB,0,37,225,0,2001,
Corey Davis,49,,,,33,,,Western Michigan,6.23,9.125,75,WR,,,209,,2017,826
Corey Fuller,728,0,4.43,,33.25,12,120,Virginia Tech,0,9.5,74,WR,0,31.5,204,0,2013,410
Corey Hall,4133,0,4.5,,0,14,127,Appalachian State,0,0,76,FS,0,36.5,198,0,2001,
Corey Hilliard,2510,4.65,5.29,,0,28,106,Oklahoma State,0,0,77,OT,0,27,308,0,2007,
Corey Hulsey,4720,4.89,5.73,,0,31,96,,0,0,77,OG,0,25,367,0,1999,
Corey Lemonier,801,4.4,4.6,,34.5,27,119,Auburn,0,10.125,75,DE,7.14,33,255,0,2013,272
Corey Levin,163,4.73,5.16,,33.5,26,106,Chattanooga,5.15,10.875,76,OL,7.55,26.5,307,,2017,
Corey Linsley,502,0,0,,0,36,0,Ohio St.,5.1,0,75,C,0,27,296,0,2014,
Corey Liuget,1415,4.68,4.97,,33.25,27,102,Illinois,0,9.5,74,DT,0,27.5,298,0,2011,
Corey Moore,4478,0,4.6,,0,21,0,Virginia Tech,0,0,71,OLB,0,0,223,0,2000,393
Corey Peters,1758,4.76,4.98,,34,0,98,Kentucky,0,9,75,DT,0,33,300,0,2010,
Corey Robinson,252,0,0,,0,28,0,South Carolina,5.3,0,79,OT,0,0,324,0,2015,
Corey Terry,4901,4.26,4.79,,0,0,0,Tennessee,0,0,75,DE,0,0,254,0,1999,
Corey Webster,3226,0,4.51,,0,9,0,LSU,0,0,72,CB,0,0,199,0,2005,1181
Corey White,1241,4.22,4.55,,0,15,126,Samford,0,0,71,FS,6.72,37,206,0,2012,2242
Corey Williams,3497,4.55,5.18,,0,25,0,Arkansas State,0,0,76,DT,0,28,313,0,2004,
Corey Wootton,1845,0,4.92,,34.75,20,0,Northwestern,0,10.25,78,DE,0,0,270,0,2010,
Corn Elder,292,,4.55,,31.25,,,Miami,5.46,8.75,70,CB,,,183,,2017,
Cornelius Brown,1590,4.24,4.59,,31.5,11,118,,0,10,71,CB,0,31.5,198,0,2010,
Cornelius Griffin,4405,4.62,4.9,,0,30,111,Alabama,0,0,75,DE,0,31,297,0,2000,
Cornelius Ingram,1971,4.53,4.68,,0,21,0,Florida,0,0,76,TE,0,33,245,0,2009,
Cornelius Lewis,2003,0,5.22,,0,29,90,,0,0,76,OT,0,24.5,332,0,2009,
Cornelius Washington,912,0,4.55,,34,36,128,Georgia,0,9.5,76,DE,0,39,265,0,2013,
Cornelius Wortham,3240,4.38,4.71,,0,22,110,Alabama,0,0,74,OLB,0,37,236,0,2005,
Cornell Green,4693,4.8,5.55,,0,18,92,,0,0,79,OT,0,23,326,0,1999,
Correll Buckhalter,4079,4.06,4.53,,0,11,0,Nebraska,0,0,73,RB,0,40,226,0,2001,
Cortez Allen,1263,4.01,4.5,,32.25,18,129,Citadel,0,8.625,73,CB,0,35.5,197,0,2011,1729
Corvey Irvin,1972,4.73,4.96,,0,24,97,Georgia,0,0,75,DT,0,24.5,301,0,2009,
Cory Anderson,2415,4.35,4.7,,0,19,115,,0,0,74,FB,0,37,247,0,2007,
Cory Bird,4066,0,4.6,,0,22,0,Virginia Tech,0,0,70,SS,0,0,217,0,2001,
Cory Boyd,2162,4.24,4.52,,0,25,118,South Carolina,0,0,73,RB,0,33.5,213,0,2008,
Cory Grissom,745,4.81,5.31,,33.25,22,97,,0,9.25,73,DT,7.79,27.5,306,0,2013,
Cory Hall,4701,4.29,4.54,,0,17,123,Fresno State,0,0,73,FS,0,36,202,0,1999,
Cory Harkey,1053,4.69,5.11,,0,13,109,,0,0,76,TE,7.4,26,260,0,2012,
Cory Littleton,259,4.32,4.73,11.65,33.375,,114,Washington,4.83,10.125,75,OLB,7.11,29.5,238,,2016,359
Cory Redding,3698,0,4.88,,0,24,0,Texas,0,0,76,DE,0,0,279,0,2003,
Cory Rodgers,2883,4.19,4.58,,0,0,110,TCU,0,0,73,WR,0,33.5,188,0,2006,
Cory Ross,2885,0,4.58,,0,15,0,,0,0,66,RB,0,0,201,0,2006,
Coryell Judie,1098,4.25,4.48,,30.25,0,126,,0,8.75,71,CB,7.33,37,194,0,2012,
Cosey Coleman,4358,4.97,5.4,,0,0,101,Tennessee,0,0,76,OG,0,28,322,0,2000,
Coty Sensabaugh,1203,4.06,4.42,,0,15,122,Clemson,0,0,71,CB,6.6,37,189,0,2012,2397
Courtland Bullard,3812,4.28,4.69,,0,0,123,Ohio State,0,0,75,OLB,0,36.5,234,0,2002,
Courtney Anderson,3248,4.54,4.89,,0,17,106,San Jose State,0,0,78,TE,0,30,269,0,2004,
Courtney Greene,1948,4.16,4.55,,0,21,116,Rutgers,0,0,73,SS,0,34.5,212,0,2009,
Courtney Ledyard,4767,4.24,5.12,,0,20,115,,0,0,74,ILB,0,34.5,250,0,1999,
Courtney Roby,3183,4,4.41,,0,0,126,Indiana,0,0,73,WR,0,36.5,189,0,2005,
