,20 Yard Shuttle,40 Yard Dash,60 Yard Shuttle,Arm Length,Bench Press,Broad Jump,College,Grade,Hands,Height,Name,Position,Three Cone Drill,Vertical Jump,Weight,Wonderlic,Year
1784,4.42,4.81,,32.5,24,0,Miami (FL),0,9.875,73,Darryl Sharpton,ILB,0,0,236,0,2010
1785,4.53,4.92,,33,0,115,Troy,0,10,75,Cameron Sheffield,OLB,0,33,257,0,2010
1786,4.78,5.11,,33.5,19,100,,0,9.75,74,Malcolm Sheppard,DT,0,28,285,0,2010
1787,0,4.6,,30.5,16,116,Texas,0,9.625,71,Jordan Shipley,WR,0,36.5,193,0,2010
1788,4.33,4.85,,32,0,108,Fordham,0,9.75,78,John Skelton,QB,0,33.5,243,24,2010
1789,4.29,5.05,,30.5,0,101,,0,9.375,73,Riley Skinner,QB,7.04,30,214,0,2010
1790,4.71,5.03,,32.5,26,112,Colorado State,0,9.25,75,Shelley Smith,OG,0,34,300,0,2010
1791,4.33,5.04,,32.25,0,106,,0,10,75,Jevan Snead,QB,0,33,219,22,2010
1792,0,4.52,,32,0,116,Iowa,0,9.625,71,Amari Spievey,CB,0,35,195,0,2010
1793,0,5.05,,33.375,0,111,Florida,0,10,75,Brandon Spikes,ILB,0,29,249,0,2010
1794,0,4.27,,30.5,18,0,Clemson,0,10.125,71,C.J. Spiller,RB,0,0,196,10,2010
1795,4.23,4.5,,33.75,15,119,Buffalo,0,9.5,74,James Starks,RB,0,36,218,0,2010
1796,4.32,4.53,,32.5,12,122,,0,8.875,71,Darian Stewart,SS,0,37,213,0,2010
1797,0,4.46,,31,17,120,Kansas,0,9.75,73,Darrell Stuckey,SS,0,39.5,205,0,2010
1798,4.44,5.03,,33.5,32,105,Nebraska,0,10.25,76,Ndamukong Suh,DT,0,35.5,307,0,2010
1799,0,4.71,,33.75,23,0,Utah,0,10.125,74,Stevenson Sylvester,OLB,0,0,231,0,2010
1800,4.12,4.34,,31.25,26,124,Auburn,0,9,71,Ben Tate,RB,0,40.5,220,0,2010
1801,4.34,4.42,,30.5,17,120,Notre Dame,0,9.25,70,Golden Tate,WR,7.12,35,199,0,2010
1802,4.17,4.71,,31.75,0,115,Florida,0,10.125,75,Tim Tebow,QB,0,38.5,236,22,2010
1803,4.62,5.15,,32.25,27,98,Boston College,0,9.5,77,Matt Tennant,OC,0,25,300,0,2010
1804,4.18,4.73,,33.75,29,121,Washington,0,10.5,76,Daniel Teo-Nesheim,DE,0,37,263,0,2010
1805,5.25,5.31,,32.5,28,0,,0,10.25,78,Mike Tepper,OG,0,26.5,324,0,2010
1806,4.78,5.16,,34.75,31,102,North Carolina,0,10.5,76,Cam Thomas,DT,0,29,330,0,2010
1807,0,4.38,,33,0,0,Georgia Tech,0,10.5,75.25,Demaryius Thomas,WR,0,0,224,0,2010
1808,0,4.43,,31.25,21,113,Texas,0,9.375,70,Earl Thomas,CB,0,0,202,0,2010
1809,4.18,4.41,,32,19,126,USC,0,9,73,Kevin Thomas,CB,0,34.5,192,0,2010
1810,4.26,4.62,,31,0,117,California,0,9.375,69,SydQuan Thompson,CB,0,33,186,0,2010
1811,4.69,4.84,,31.875,19,105,,0,9.375,71,Manase Tonga,FB,0,32,245,0,2010
1812,4.67,4.66,,32.75,22,110,,0,9.25,73,Keith Toston,RB,0,32,213,0,2010
1813,4.34,4.76,,33.5,20,110,William & Mary,0,9.5,75,Adrian Tracy,OLB,0,35.5,248,0,2010
1814,4.37,4.7,,31,20,115,,0,10,75,Nate Triplett,OLB,0,33,250,0,2010
1815,4.73,5.12,,34,34,98,UCF,0,9.875,75,Torell Troup,DT,0,29,314,0,2010
1816,4.99,5.52,,33.25,24,0,,0,9.625,78,Adam Ulatoski,OG,0,26,300,0,2010
1817,4.51,5.06,,33,32,109,,0,10,80,Jared Veldheer,OT,0,33.5,312,0,2010
1818,4.12,4.52,,31,11,116,UCLA,0,9.125,70,Alterraun Verner,CB,0,32,189,0,2010
1819,0,4.52,,31,15,0,Texas Tech,0,9,70,Jamar Wall,CB,0,0,204,0,2010
1820,4.69,5.19,,33.375,24,101,Baylor,0,9.25,75,J.D. Walton,OC,0,27,300,0,2010
1821,4.7,5.18,,33.75,29,96,,0,10.25,77,Ed Wang,OT,0,27,314,0,2010
1822,0,4.56,,30.75,19,121,Oregon,0,9.25,71,T.J. Ward,SS,0,34,211,0,2010
1823,0,4.62,,30.5,12,113,,0,9.25,73,Donovan Warren,FS,0,0,193,0,2010
1824,0,4.58,,34.5,17,114,TCU,0,9.5,74,Daryl Washington,OLB,0,31,230,0,2010
1825,4.68,5.21,,34,25,107,,0,10.25,76,Lorenzo Washington,DT,0,30,291,0,2010
1826,4.84,5.25,,35.5,33,114,,0,10.5,78,Tony Washington,OT,0,29.5,311,0,2010
1827,4.11,4.55,,32.75,24,134,Florida State,0,8.75,74,Dekoda Watson,OLB,0,40,226,0,2010
1828,4.38,4.62,,31.25,34,123,Missouri,0,10.25,73,Sean Weatherspoon,OLB,0,40,239,0,2010
1829,4.8,5.42,,33.25,29,0,Vanderbilt,0,9.5,79,Thomas Welch,OT,0,29,307,0,2010
1830,4.03,4.49,,31.5,18,115,,0,9.25,74,Blair White,WR,6.69,33.5,209,0,2010
1831,4.24,4.52,,31.75,19,118,USC,0,9.25,73,Damian Williams,WR,6.79,38,197,0,2010
1832,4.87,5.19,,33.5,27,96,Tennessee,0,10.125,74,Dan Williams,DT,0,32,327,0,2010
1833,0,4.59,,31.5,14,117,,0,10,73,Jeremy Williams,WR,6.73,36,206,0,2010
1834,4.19,4.4,,30,11,118,Arizona State,0,9.125,70,Kyle Williams,WR,7,33,188,0,2010
1835,4.31,4.53,,32.5,8,116,Syracuse,0,9.25,74,Mike Williams,WR,6.9,33.5,221,0,2010
1836,4.11,4.5,,33.25,15,125,,0,9.125,77,Stephen Williams,WR,6.81,36.5,210,0,2010
1837,4.63,4.81,,34.25,23,113,Oklahoma,0,9.75,77,Trent Williams,OT,0,34.5,315,0,2010
1838,4.77,4.83,,33.125,32,116,East Carolina,0,10,75,C.J. Wilson,DE,0,33,290,0,2010
1839,0,4.97,,32.75,23,0,North Carolina,0,10,75,E.J. Wilson,DE,0,29.5,286,0,2010
1840,4.53,4.87,,32.5,27,123,,0,10.125,73,Kion Wilson,ILB,0,36.5,239,0,2010
1841,0,4.43,,30.5,25,0,Boise State,0,9.125,70,Kyle Wilson,CB,0,0,194,0,2010
1842,4.62,4.7,,35,23,115,,0,9,77,Lindsey Witten,DE,0,36.5,250,0,2010
1843,4.17,4.64,,32.5,13,118,,0,9.5,73,Justin Woodall,SS,0,34,223,0,2010
1844,4.67,5.15,,36,0,109,LSU,0,11,76,Al Woods,DT,0,37,309,0,2010
1845,0,4.92,,34.75,20,0,Northwestern,0,10.25,78,Corey Wootton,DE,0,0,270,0,2010
1846,4.29,4.65,,32.875,24,114,Virginia Tech,0,9.25,73,Jason Worilds,OLB,0,38,254,0,2010
1847,0,5.02,,34,19,0,Ohio State,0,10,77,Doug Worthington,DT,0,0,292,0,2010
1848,4.36,4.44,,31,14,119,Florida,0,9.75,73,Major Wright,FS,0,37.5,206,0,2010
1849,4.87,5.2,,34.5,29,104,Notre Dame,0,10.125,80,Sam Young,OT,0,29.5,316,0,2010
1850,4.56,4.88,,34.5,25,118,North Carolina State,0,10.25,77,Willie Young,DE,0,38,251,0,2010
1851,4.15,4.82,,0,15,117,,0,0,74,Kevin Akins,OLB,0,31.5,218,0,2009
1852,4.3,4.48,,0,22,115,Georgia,0,0,70,Asher Allen,CB,0,35,194,0,2009
1853,4.39,4.56,,0,19,121,Wake Forest,0,0,73,Stanley Arnoux,ILB,0,31.5,232,0,2009
1854,4.51,4.77,,0,18,102,Tennessee,0,0,75,Robert Ayers,DE,0,29.5,272,0,2009
1855,4.9,4.94,,0,24,106,,0,0,74,Chris Baker,DT,0,35.5,326,0,2009
1856,4.26,4.55,,34.5,17,118,Cal Poly,0,10.75,78,Ramses Barden,WR,0,33.5,229,0,2009
1857,3.96,4.45,,0,0,128,Maryland,0,0,73,Kevin Barnes,CB,0,38.5,187,41,2009
1858,4.18,4.59,,0,21,128,Cincinnati,0,0,76,Connor Barwin,OLB,0,40.5,256,0,2009
1859,4.77,5.06,,0,27,107,,0,0,78,William Beatty,OT,0,33.5,307,0,2009
1860,0,4.62,,0,28,0,Wisconsin,0,0,75,Travis Beckum,TE,0,0,239,0,2009
1861,4.5,4.75,,0,23,110,,0,0,73,Darry Beckwith,ILB,0,26.5,234,0,2009
1862,4.57,5.11,,0,27,109,,0,0,79,Joel Bell,OT,0,30,315,0,2009
1863,4.2,4.74,,0,15,114,,0,0,71,Kahlil Bell,RB,0,34.5,212,0,2009
1864,0,5,,0,24,110,,0,0,76,Michael Bennett,DE,0,31,274,0,2009
1865,4.78,5.04,,0,0,109,,0,0,75,Demonte Bolden,DT,0,31.5,285,0,2009
1866,4.47,4.82,,0,26,111,,0,0,75,Jason Boltus,QB,0,31.5,225,0,2009
1867,4.06,4.7,,0,25,106,Sam Houston State,0,0,74,Rhett Bomar,QB,0,0,225,0,2009
1868,4.69,5.16,,0,33,103,,0,0,79,Alex Boone,OT,0,27.5,328,0,2009
1869,4.73,5.48,,0,32,99,Boston College,0,0,75,Ron Brace,DT,0,28,330,0,2009
1870,4.37,4.87,,0,0,106,Fresno State,0,0,77,Tom Brandstater,QB,0,28.5,220,0,2009
1871,0,4.69,,0,22,109,,0,0,74,Marquez Branson,FB,0,35,247,0,2009
1872,4.75,5.29,,0,23,98,Ball State,0,0,76,Robert Brewster,OT,0,30.5,325,0,2009
1873,4.72,5.26,,0,34,108,,0,0,76,Travis Bright,OG,0,35.5,321,0,2009
1874,4.32,4.67,,0,26,114,South Carolina,0,0,74,Jasper Brinkley,ILB,0,35.5,252,0,2009
1875,4.47,4.49,,34,23,124,Rutgers,0,9,75,Kenny Britt,WR,0,37,218,0,2009
1876,4.91,5.14,,0,24,100,Arizona,0,0,78,Eben Britton,OT,0,28.5,309,31,2009
1877,4.33,4.7,,0,0,116,,0,0,76,Jared Bronson,TE,0,32.5,253,0,2009
1878,4.33,4.37,,0,24,115,North Carolina State,0,0,73,Andre Brown,RB,0,37,224,0,2009
1879,4.4,4.76,,0,26,120,Connecticut,0,0,74,Cody Brown,OLB,0,36.5,244,0,2009
1880,4.1,4.46,,0,0,125,Connecticut,0,0,70,Donald Brown,RB,0,41.5,210,0,2009
1881,4.53,4.65,,0,26,114,Florida State,0,0,74,Everette Brown,DE,0,31.5,256,0,2009
1882,4.44,4.86,,0,0,106,,0,0,73,Nathan Brown,QB,0,30.5,219,0,2009
1883,0,5.05,,0,30,0,,0,0,76,Rob Bruggeman,OC,0,0,293,0,2009
1884,4.28,4.4,,0,19,132,Notre Dame,0,0,74,David Bruton,FS,0,41.5,219,0,2009
1885,4.25,4.58,,0,22,118,UCF,0,0,70,Joe Burnett,CB,0,35.5,192,0,2009
1886,4.18,4.41,,0,0,134,Connecticut,0,0,71,Darius Butler,CB,0,43,183,0,2009
1887,4.48,4.31,,31,12,118,Penn State,0,9.25,71,Deon Butler,WR,7.01,34.5,182,0,2009
1888,4.4,4.76,,0,24,113,Oregon State,0,0,74,Victor Butler,OLB,0,33,248,0,2009
1889,0,4.35,,33.375,0,117,LSU,0,9,73,Demetrius Byrd,WR,0,31.5,196,0,2009
1890,4.8,4.99,,0,26,95,,0,0,77,Gerald Cadogan,OT,0,25,309,0,2009
1891,5.04,5.24,,0,23,111,Alabama,0,0,75,Antoine Caldwell,OC,0,28,309,0,2009
1892,0,5.3,,0,29,0,Cincinnati,0,0,77,Trevor Canfield,OG,0,0,307,0,2009
1893,4.59,5.22,,0,0,99,,0,0,77,Hunter Cantwell,QB,0,26,235,0,2009
1894,0,4.49,,0,18,0,Norfolk State,0,0,71,Don Carey,CB,0,0,192,0,2009
1895,4.48,4.74,,0,28,111,Rice,0,0,75,James Casey,FB,0,36,246,0,2009
1896,0,4.5,,0,24,0,,0,0,73,Jonathan Casillas,OLB,0,0,228,0,2009
1897,4.26,4.62,,33.75,0,115,,0,9,73,Jeremy Childs,WR,6.9,33.5,200,0,2009
1898,0,4.49,,0,25,119,Oregon,0,0,71,Patrick Chung,SS,0,34,212,0,2009
1899,4.38,4.33,,0,19,127,Clemson,0,0,73,Chris Clemons,FS,0,37.5,208,0,2009
1900,4.51,4.5,,0,24,121,Alabama,0,0,73,Glen Coffee,RB,0,36,209,0,2009
1901,4.24,4.56,,31,17,120,Brigham Young,0,9,73,Austin Collie,WR,6.78,34,200,0,2009
1902,0,4.57,,0,18,116,,0,0,70,Emanuel Cook,SS,0,35,197,0,2009
1903,0,4.49,,0,23,123,South Carolina,0,0,77,Jared Cook,TE,0,41,246,0,2009
1904,0,4.71,,0,21,0,,0,0,71,Jason Cook,FB,0,0,244,0,2009
1905,4.6,5.09,,0,31,105,,0,0,74,Jon Cooper,OC,0,29.5,291,0,2009
1906,4.47,4.5,,30.25,0,0,,0,9.25,69,Quan Cosby,WR,7.28,0,196,0,2009
1907,4.51,4.52,,0,25,124,Wake Forest,0,0,74,Aaron Curry,OLB,0,37,254,0,2009
1908,4.22,4.64,,0,30,120,USC,0,0,75,Brian Cushing,OLB,0,35,243,23,2009
1909,4.31,4.79,,0,0,0,,0,0,73,Chase Daniel,QB,0,33,218,0,2009
1910,4.93,5.51,,0,21,88,,0,0,74,C.J. Davis,OG,0,25.5,308,0,2009
1911,4.37,4.55,,0,17,109,Clemson,0,0,71,James Davis,RB,0,32,218,0,2009
1912,0,4.95,,0,0,99,Ball State,0,0,74,Nate Davis,QB,0,26.5,226,0,2009
1913,0,5,,0,20,111,,0,0,77,Rulon Davis,DE,0,30,281,0,2009
1914,4.07,4.4,,0,25,125,Illinois,0,0,71,Vontae Davis,CB,0,36,203,0,2009
1915,4.45,4.84,,0,27,115,Illinois,0,0,74,Will Davis,DE,0,33,261,0,2009
1916,4.17,4.52,,0,12,126,Western Michigan,0,0,73,Louis Delmas,FS,0,37,202,12,2009
1917,4.41,4.52,,30.875,13,129,Rice,0,8.125,70,Jarett Dillard,WR,7.1,42.5,191,0,2009
1918,4.56,4.78,,0,17,113,East Carolina,0,0,76,Davon Drew,TE,0,29.5,256,0,2009
1919,4.18,4.43,,32.5,0,120,Stephen F. Austin,0,8.5,74,Dominique Edison,WR,7.09,37,204,0,2009
1920,4.4,4.9,,0,26,116,,0,0,78,Pannel Egboh,DE,0,31.5,276,0,2009
1921,0,4.8,,0,32,0,USC,0,0,73,Kevin Ellison,OLB,0,0,227,0,2009
1922,4.38,4.82,,0,24,107,Northern Illinois,0,0,74,Larry English,OLB,0,36,255,0,2009
1923,4.57,5,,0,17,107,,0,0,74,Maurice Evans,DE,0,29,274,0,2009
1924,0,5.48,,0,15,0,Arizona State,0,0,77,Paul Fanaika,OG,0,0,327,0,2009
1925,0,5.12,,0,26,0,,0,0,73,Marlon Favorite,DT,0,0,317,0,2009
1926,0,5.32,,0,30,0,,0,0,76,Ray Feinga,OG,0,0,337,0,2009
1927,0,4.69,,0,28,116,,0,0,74,Anthony Felder,ILB,0,0,233,0,2009
1928,4.73,5.2,,0,33,97,,0,0,75,Robby Felix,OC,0,29,302,0,2009
1929,4.49,4.58,,0,30,112,Syracuse,0,0,73,Tony Fiammetta,FB,0,34,245,0,2009
1930,4.65,5.39,,0,30,96,,0,0,74,Alex Fletcher,OC,0,28,297,0,2009
1931,4.29,4.47,,0,20,122,Iowa,0,0,73,Bradley Fletcher,CB,0,38.5,196,0,2009
1932,4.28,4.65,,0,12,121,Maryland,0,0,73,Moise Fokou,OLB,0,31,233,0,2009
1933,0,4.69,,0,0,117,California,0,0,74,Zack Follett,OLB,0,37,236,0,2009
1934,0,4.68,,0,23,0,,0,0,73,Arian Foster,RB,0,0,226,0,2009
1935,0,4.45,,32,27,0,North Carolina,0,9.625,73,Brooks Foster,WR,0,0,201,0,2009
1936,4.98,5.57,,0,20,92,,0,0,77,Ramon Foster,OT,0,26,328,0,2009
1937,4.24,4.63,,0,24,123,San Jose State,0,0,73,Coye Francies,CB,0,36,185,0,2009
1938,4.43,4.9,,0,0,119,Kansas State,0,0,78,Josh Freeman,QB,7.11,33.5,248,27,2009
1939,4.12,4.65,,0,30,113,Ohio State,0,0,73,Marcus Freeman,OLB,0,37,239,0,2009
1940,4.56,5.01,,0,27,111,Illinois,0,0,76,Xavier Fulton,OT,0,31,302,0,2009
1941,4.87,5.42,,0,34,93,,0,0,74,Juan Garcia,OG,0,25,307,0,2009
1942,5.42,5.5,,0,18,86,,0,0,76,Dan Gay,OG,0,22.5,308,0,2009
1943,4.56,4.81,,0,28,119,San Jose State,0,0,77,Jarron Gilbert,DE,0,35.5,288,0,2009
1944,0,4.78,,0,25,0,Nebraska,0,0,72,Cody Glenn,OLB,0,0,244,0,2009
1945,4.22,4.46,,0,14,118,Texas A&M,0,0,73,Mike Goodson,RB,0,39.5,208,0,2009
1946,4.72,5.19,,0,31,105,,0,0,74,Adrian Grady,DT,0,32,298,0,2009
1947,0,5.4,,0,22,0,Auburn,0,0,74,Tyronne Green,OG,0,0,309,0,2009
1948,4.16,4.55,,0,21,116,Rutgers,0,0,73,Courtney Greene,SS,0,34.5,212,0,2009
1949,4.4,4.62,,0,19,121,Iowa,0,0,71,Shonn Greene,RB,0,37,227,0,2009
1950,4.26,4.79,,0,26,122,Maryland,0,0,78,Dan Gronkowski,TE,0,33,255,0,2009
1951,4.42,4.57,,0,17,117,Clemson,0,0,74,Michael Hamlin,SS,0,37.5,214,0,2009
1952,4.49,4.95,,0,19,105,,0,0,75,Cullen Harper,QB,0,30,225,0,2009
1953,4.56,5.07,,0,0,98,,0,0,74,Graham Harrell,QB,0,29.5,223,23,2009
1954,0,4.58,,0,18,0,USC,0,0,73,Cary Harris,CB,0,0,187,0,2009
1955,4.37,4.86,,0,15,109,Oklahoma,0,0,75,Nic Harris,OLB,0,31.5,234,0,2009
1956,4.87,4.99,,0,28,106,Oregon,0,0,76,RaShon Harris,DT,0,25.5,298,0,2009
1957,3.98,4.68,,0,0,118,Virginia Tech,0,0,71,Victor Harris,CB,0,33.5,198,0,2009
1958,4.12,4.52,,32,0,120,Ohio State,0,10,74,Brian Hartline,WR,6.65,34.5,195,0,2009
1959,0,4.39,,31.625,19,121,Florida,0,9.375,71,Percy Harvin,WR,0,37.5,192,12,2009
1960,0,5.36,,0,25,0,,0,0,74,Brett Helms,OC,0,0,286,0,2009
1961,4.18,4.3,,33.625,16,126,Maryland,0,9,74,Darrius Heyward-Bey,WR,6.8,38.5,210,0,2009
1962,4.56,4.84,,0,21,107,North Carolina State,0,0,77,Anthony Hill,TE,0,30.5,262,0,2009
1963,4.97,5.12,,0,27,109,,0,0,76,SammieLee Hill,DT,0,28,329,0,2009
1964,4.34,4.59,,0,22,115,TCU,0,0,73,Stephen Hodge,OLB,0,35,234,0,2009
1965,4.65,5.12,,0,0,108,,0,0,76,Chase Holbrook,QB,0,27,242,0,2009
1966,4.32,4.69,,0,16,112,,0,0,73,Lendy Holmes,FS,0,32,206,0,2009
1967,4.55,4.83,,0,34,108,Missouri,0,0,75,Evander Hood,DT,0,33,300,0,2009
1968,4.42,5.02,,0,0,109,,0,0,74,Brian Hoyer,QB,0,32,215,0,2009
1969,4.23,4.4,,0,8,128,Oregon State,0,0,71,Brandon Hughes,CB,0,36.5,182,0,2009
1970,4.4,4.44,,31,0,116,Oklahoma,0,9.5,73,Juaquin Iglesias,WR,0,34.5,210,0,2009
1971,4.53,4.68,,0,21,0,Florida,0,0,76,Cornelius Ingram,TE,0,33,245,0,2009
1972,4.73,4.96,,0,24,97,Georgia,0,0,75,Corvey Irvin,DT,0,24.5,301,0,2009
1973,5.07,5.42,,0,24,92,,0,0,76,Greg Isdaner,OG,0,27,325,0,2009
1974,4.75,4.88,,0,18,104,,0,0,74,Mortty Ivy,ILB,0,25.5,248,0,2009
1975,4.8,4.94,,0,0,102,LSU,0,0,76,Tyson Jackson,DE,0,28.5,296,0,2009
1976,4.6,5.07,,0,21,107,,0,0,75,Tim Jamison,DE,0,30,256,0,2009
1977,0,5.18,,0,25,0,,0,0,75,Ricky Jean Francois,DT,0,26,295,0,2009
1978,4.08,4.51,,0,15,124,Ohio State,0,0,73,Malcolm Jenkins,CB,0,33,204,0,2009
1979,4.2,4.59,,0,29,120,Liberty,0,0,73,Rashad Jennings,RB,0,34,231,0,2009
1980,4.05,4.49,,0,6,125,,0,0,70,Bruce Johnson,CB,0,34.5,170,0,2009
1981,4.43,4.73,,0,21,113,Arkansas State,0,0,74,David Johnson,FB,0,32.5,260,0,2009
1982,4.3,4.5,,0,7,116,,0,0,74,Domonique Johnson,CB,0,32,198,0,2009
1983,0,4.75,,0,20,114,Colorado State,0,0,70,Gartrell Johnson,RB,0,34,219,0,2009
1984,0,5.5,,0,21,0,LSU,0,0,79,Herman Johnson,OG,0,0,356,0,2009
1985,4.18,4.41,,0,26,116,,0,0,71,Ian Johnson,RB,0,33,212,0,2009
1986,0,4.62,,0,20,115,,0,0,69,Jeremiah Johnson,RB,0,35,209,0,2009
1987,4.37,4.69,,0,28,128,Georgia Tech,0,0,79,Michael Johnson,DE,0,38.5,266,0,2009
1988,0,4.82,,0,16,115,LSU,0,0,73,Quinn Johnson,FB,0,32,246,0,2009
1989,4.23,4.49,,0,15,120,Alabama,0,0,71,Rashad Johnson,FS,0,37,203,0,2009
1990,4.24,4.49,,31.75,18,121,,0,9.625,73,Taurus Johnson,WR,7.37,35.5,206,0,2009
1991,4.45,4.49,,32.75,11,119,,0,9.5,77,Aaron Kelly,WR,7.25,38,204,0,2009
1992,4.86,5.48,,0,23,91,,0,0,77,Andy Kemp,OG,0,25.5,313,0,2009
1993,4.4,4.6,,0,17,122,,0,0,73,Anthony Kimble,RB,0,36,216,0,2009
1994,4.58,4.83,,0,23,109,,0,0,74,Mitch King,DT,0,33.5,280,0,2009
1995,4.78,5.21,,0,0,103,Temple,0,0,75,Terrance Knighton,DT,0,28,321,0,2009
1996,4.15,4.29,,31,0,122,Abilene Christian,0,9,73,Johnny Knox,WR,6.81,35,185,0,2009
1997,4.84,5.3,,0,21,100,Tulane,0,0,78,Troy Kropog,OT,0,30,309,0,2009
1998,4.47,4.83,,0,24,108,Utah,0,0,76,Paul Kruger,DE,7.52,32.5,263,0,2009
1999,4.24,4.76,,0,22,115,Ohio State,0,0,74,James Laurinaitis,ILB,0,33,244,0,2009
2000,0,4.4,,30.25,20,0,McNeese State,0,8.25,72,Quinten Lawrence,WR,0,0,184,0,2009
2001,4.52,5.33,,0,23,103,Oregon State,0,0,75,Andy Levitre,OG,0,30.5,305,0,2009
2002,0,4.56,,0,19,0,Wisconsin,0,0,74,DeAndre Levy,OLB,0,0,236,0,2009
2003,0,5.22,,0,29,90,,0,0,76,Cornelius Lewis,OT,0,24.5,332,0,2009
2004,0,4.47,,0,19,123,Oregon State,0,0,73,Keenan Lewis,CB,0,33.5,195,0,2009
2005,0,5.48,,0,19,0,,0,0,78,Kyle Link,OT,0,0,305,0,2009
2006,5.06,5.49,,0,24,95,Oklahoma,0,0,80,Phil Loadholt,OT,0,29,332,0,2009
2007,0,4.5,,0,18,114,,0,0,73,Marlon Lucky,RB,0,33.5,216,0,2009
2008,4.79,5.14,,0,26,99,Arkansas,0,0,76,Jonathan Luigs,OC,0,31,301,0,2009
2009,4.25,4.45,,32.25,0,120,Missouri,0,9.25,73,Jeremy Maclin,WR,7.06,35.5,198,25,2009
2010,4.55,5.03,,0,30,103,Purdue,0,0,75,Alex Magee,DT,0,29.5,298,0,2009
2011,4.2,4.7,,0,30,110,USC,0,0,73,Kaluka Maiava,OLB,0,0,229,0,2009
2012,4.33,4.87,,0,22,113,,0,0,73,Marcus Mailei,FB,0,35,248,0,2009
2013,0,5,,0,0,0,Auburn,0,0,74,SenDerrick Marks,DT,0,33,306,0,2009
2014,4.63,4.81,,0,24,108,,0,0,74,Orion Martin,DE,0,32,262,0,2009
2015,3.98,4.43,,0,12,123,Troy,0,0,73,Sherrod Martin,CB,0,36,198,0,2009
2016,4.15,4.6,,33.25,0,127,Georgia,0,9.875,74,Mohamed Massaquoi,WR,7.07,36.5,210,0,2009
2017,4.18,4.62,,0,23,121,USC,0,0,75,Clay Matthews,OLB,0,35.5,240,27,2009
2018,0,4.78,,0,23,107,USC,0,0,74,Rey Maualuga,ILB,0,0,249,15,2009
2019,4.38,4.78,,0,22,124,Penn State,0,0,76,Aaron Maybin,DE,7.52,38,249,0,2009
2020,4.16,4.58,,0,14,119,Texas Tech,0,0,73,Darcel McBath,FS,0,38,198,0,2009
2021,4.22,4.51,,0,16,120,,0,0,73,Marcus McClinton,FS,0,37,210,0,2009
2022,4.49,4.61,,0,0,112,Texas A&M,0,0,75,Stephen McGee,QB,0,33,225,0,2009
2023,0,4.76,,0,27,112,South Florida,0,0,74,Tyrone McKenzie,OLB,0,0,243,0,2009
2024,4.39,4.7,,0,27,119,Pittsburgh,0,0,73,Scott McKillop,ILB,0,35.5,244,0,2009
2025,4.1,4.37,,31.25,0,113,South Carolina,0,9,73,Kenny McKinley,WR,6.96,37,189,0,2009
2026,4.35,4.49,,0,19,123,Southern Miss,0,0,75,Gerald McRath,ILB,0,34,231,0,2009
2027,4.21,4.46,,31.5,12,116,,0,9.5,73,Andrew Means,WR,6.85,34.5,214,0,2009
2028,4.82,4.99,,0,31,105,South Carolina,0,0,77,Jamon Meredith,OT,0,28,304,0,2009
2029,5.03,5.44,,0,21,97,,0,0,75,Maurice Miller,OG,0,28.5,327,0,2009
2030,4.74,4.95,,0,36,103,Texas,0,0,73,Roy Miller,DT,0,32,310,0,2009
2031,4.71,5.08,,0,30,109,,0,0,77,Khalif Mitchell,DT,0,30,318,0,2009
2032,4.33,4.43,,34.5,9,116,Nevada,0,10.25,76,Marko Mitchell,WR,7.04,32,218,0,2009
2033,0,5.07,,0,25,100,USC,0,0,76,Fili Moala,DT,0,30.5,305,0,2009
2034,4.79,5.18,,0,23,110,Virginia,0,0,77,Eugene Monroe,OT,0,28.5,309,24,2009
2035,4.28,4.56,,0,17,118,Vanderbilt,0,0,70,D.J. Moore,CB,0,39.5,192,0,2009
2036,4.47,4.81,,0,22,105,USC,0,0,77,Kyle Moore,DE,0,30.5,272,0,2009
2037,4.26,4.56,,0,16,123,Missouri,0,0,73,William Moore,SS,0,37,221,0,2009
2038,4.27,4.5,,0,25,115,Georgia,0,0,71,Knowshon Moreno,RB,0,35.5,217,0,2009
2039,4.36,4.65,,0,24,115,California,0,0,76,Cameron Morrah,TE,0,32.5,244,0,2009
2040,0,4.51,,0,18,129,Hawaii,0,0,69,Ryan Mouton,CB,0,39.5,187,0,2009
2041,4.2,4.51,,0,19,121,South Carolina,0,0,69,Captain Munnerlyn,CB,0,37.5,182,0,2009
2042,4.45,4.32,,33.625,12,117,Florida,0,10,75,Louis Murphy,WR,6.95,34.5,203,0,2009
2043,4.34,4.82,,0,25,110,Nebraska,0,0,79,Lydon Murtha,OT,0,35,306,0,2009
2044,4.46,4.52,,0,19,115,Southern Miss,0,0,77,Shawn Nelson,TE,0,33,240,0,2009
2045,0,4.51,,33.5,0,0,North Carolina,0,10.5,73,Hakeem Nicks,WR,0,36,212,11,2009
2046,4.3,4.63,,0,12,117,Arizona State,0,0,73,Troy Nolan,FS,0,31.5,206,0,2009
2047,4.29,4.57,,0,19,111,Texas,0,0,73,Chris Ogbonnaya,RB,0,35,220,0,2009
2048,4.08,4.36,,31,0,122,,0,9,73,Kevin Ogletree,WR,6.67,36,196,0,2009
2049,4.6,5.34,,0,21,103,Mississippi,0,0,77,Michael Oher,OT,0,30.5,309,19,2009
2050,4.7,5.23,,0,23,90,Iowa,0,0,77,Seth Olsen,OG,0,24.5,306,0,2009
